Symbol,CompanyName,Industry,MarketCap
DOCS,Doximity,Health Information Services,4547345521
DOCU,DocuSign,Software - Application,10105384650
DOGZ,Dogness (International),Leisure,4735918
DOLE,Dole plc,Farm Products,1123606528
DOMA,Doma Holdings,Real Estate Services,70945776
DOMH,Dominari Holdings,Biotechnology,11171698
DOMO,"Domo, Inc.",Software - Application,303249408
DOOO,BRP Inc.,Recreational Vehicles,4687819956
DOOR,Masonite International,Building Products & Equipment,2028038964
DORM,Dorman Products,Auto Parts,2355939642
DOUG,Douglas Elliman,Real Estate Services,205800927
DOV,Dover,Specialty Industrial Machinery,20091001800
DOW,Dow Inc.,Chemicals,35715135240
DOX,Amdocs,Software - Infrastructure,10357641410
DOYU,DouYu International Holdings,Internet Content & Information,254414303
DPCS,DP Cap Acquisition Corp I,Shell Companies,106039625
DPRO,Draganfly,Aerospace & Defense,26428860
DPSI,Decisionpoint Systems,Software - Application,49909361
DPZ,Domino's Pizza,Restaurants,13774506900
DQ,Daqo New Energy,Semiconductor Equipment & Materials,1732781791
DRCT,Direct Digital Holdings,Advertising Agencies,36769124
DRD,DRDGOLD,Gold,729867096
DRH,DiamondRock Hospitality Company,REIT - Hotel & Motel,1802792200
DRI,Darden Restaurants,Restaurants,19124069250
DRIO,DarioHealth,Diagnostics & Research,50891489
DRMA,Dermata Therapeutics,Biotechnology,2423666
DRQ,Dril-Quip,Oil & Gas Equipment & Services,735620312
DRRX,DURECT,Drug Manufacturers - Specialty & Generic,19179983
DRS,Leonardo DRS,Aerospace & Defense,4856468700
DRTS,Alpha Tau Medical,Biotechnology,215363820
DRUG,Bright Minds Biosciences,Biotechnology,6078367
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,2097035610
DSAQ,Direct Selling Acquisition,Shell Companies,123665874
DSGN,Design Therapeutics,Biotechnology,136084860
DSGR,Distribution Solutions Group,Industrial Distribution,1263905080
DSGX,The Descartes Systems Group,Software - Application,7060567644
DSKE,Daseke,Trucking,209257650
DSP,Viant Technology,Software - Application,462160330
DSS,"DSS, Inc.",Packaging & Containers,18416663
DSWL,Deswell Industries,Electronic Components,40794112
DSX,Diana Shipping,Marine Shipping,313989150
DT,Dynatrace,Software - Application,16476847220
DTC,Solo Brands,Internet Retail,472438408
DTCK,Davis Commodities,Farm Products,26771250
DTE,DTE Energy Company,Utilities - Regulated Electric,22401789990
DTI,Drilling Tools International,Oil & Gas Equipment & Services,100022496
DTIL,Precision BioSciences,Biotechnology,48685222
DTM,DT Midstream,Oil & Gas Midstream,5443951940
DTSS,Datasea,Software - Infrastructure,5306763
DTST,Data Storage,Information Technology Services,21745027
DUET,DUET Acquisition,Shell Companies,83750768
DUK,Duke Energy,Utilities - Regulated Electric,72747505680
DUNE,Dune Acquisition,Shell Companies,31768510
DUO,Fangdd Network Group,Real Estate Services,2466004
DUOL,Duolingo,Software - Application,9069690082
DUOT,Duos Technologies Group,Software - Application,23045873
DV,DoubleVerify Holdings,Software - Application,5675832540
DVA,DaVita,Medical Care Facilities,9822054000
DVAX,Dynavax Technologies,Drug Manufacturers - Specialty & Generic,1720463910
DVN,Devon Energy,Oil & Gas E&P,28248463000
DWAC,Digital World Acquisition,Shell Companies,515470460
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,44215651
DX,Dynex Capital,REIT - Mortgage,673511428
DXC,DXC Technology Company,Information Technology Services,4600981440
DXCM,DexCom,Medical Devices,45194166780
DXF,Dunxin Financial Holdings,Credit Services,1509810
DXLG,Destination XL Group,Apparel Retail,247950252
DXPE,DXP Enterprises,Industrial Distribution,520880080
DXR,Daxor,Medical Instruments & Supplies,38306069
DXYN,The Dixie Group,Textile Manufacturing,12767010
DY,Dycom Industries,Engineering & Construction,3184672465
DYAI,Dyadic International,Biotechnology,46673982
DYN,Dyne Therapeutics,Biotechnology,686179208
DYNT,Dynatronics,Medical Devices,2626528
DZSI,DZS Inc.,Communication Equipment,43935318
E,Eni S.p.A.,Oil & Gas Integrated,50869950981
EA,Electronic Arts,Electronic Gaming & Multimedia,36885997240
EAC,Edify Acquisition,Shell Companies,86242400
EAF,GrafTech International,Electrical Equipment & Parts,672836960
EAR,Eargo,Medical Devices,53774616
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,99441783
EAST,Eastside Distilling,Beverages - Wineries & Distilleries,1749384
EAT,Brinker International,Restaurants,1757957287
EB,Eventbrite,Software - Application,745466381
EBAY,eBay Inc.,Internet Retail,21429510000
EBC,Eastern Bankshares,Banks - Regional,2279436840
EBF,Ennis,Business Equipment & Supplies,575194581
EBIX,"Ebix, Inc.",Software - Application,153888972
EBMT,Eagle Bancorp Montana,Banks - Regional,110036491
EBON,Ebang International Holdings,Computer Hardware,51392817
EBR,Centrais ElÃ©tricas Brasileiras S.A. - EletrobrÃ¡s,Utilities - Regulated Electric,19465648971
EBS,Emergent BioSolutions,Drug Manufacturers - Specialty & Generic,128999430
EBTC,Enterprise Bancorp,Banks - Regional,359742950
EC,Ecopetrol,Oil & Gas Integrated,26150221200
ECBK,ECB Bancorp,Banks - Regional,115225742
ECC,Eagle Point Credit Company,Asset Management,686070418
ECL,Ecolab,Specialty Chemicals,54781096800
ECOR,electroCore,Medical Devices,33313431
ECPG,Encore Capital Group,Mortgage Finance,1081609742
ECVT,Ecovyst,Specialty Chemicals,1122851390
ECX,ECARX Holdings,Auto Parts,813121909
ED,Consolidated Edison,Utilities - Regulated Electric,31604891000
EDAP,EDAP TMS,Medical Devices,191198592
EDBL,Edible Garden AG,Farm Products,2823460
EDIT,Editas Medicine,Biotechnology,858390587
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,2214348576
EDR,Endeavor Group Holdings,Entertainment,7391635800
EDRY,EuroDry,Marine Shipping,50899489
EDSA,Edesa Biotech,Biotechnology,12812242
EDTK,Skillful Craftsman Education Technology,Education & Training Services,14459187
EDU,New Oriental Education & Technology Group,Education & Training Services,13305509680
EDUC,Educational Development,Publishing,7456848
EE,Excelerate Energy,Utilities - Renewable,1768261259
EEFT,Euronet Worldwide,Software - Infrastructure,4188745548
EEIQ,EpicQuest Education Group International,Education & Training Services,20590560
EEX,Emerald Holding,Advertising Agencies,321380164
EFC,Ellington Financial,REIT - Mortgage,880221180
EFHT,EF Hutton Acquisition Corporation I,Shell Companies,110352051
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",7262312
EFSC,Enterprise Financial Services,Banks - Regional,1566456640
EFSH,1847 Holdings LLC,Conglomerates,1868938
EFTR,eFFECTOR Therapeutics,Biotechnology,33552002
EFX,Equifax,Consulting Services,28140298460
EFXT,Enerflex,Oil & Gas Equipment & Services,525454720
EG,Everest Group,Insurance - Reinsurance,16695758112
EGAN,eGain,Software - Application,251566748
EGBN,Eagle Bancorp,Banks - Regional,787956846
EGGF,EG Acquisition,Shell Companies,105654498
EGHT,"8x8, Inc.",Software - Application,438568760
EGIO,Edgio,Software - Infrastructure,91346535
EGLE,Eagle Bulk Shipping,Marine Shipping,479388150
EGO,Eldorado Gold,Gold,2533808830
EGOX,Next.e.GO,Auto Manufacturers,51470328
EGP,EastGroup Properties,REIT - Industrial,8021645456
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,75973950
EGY,VAALCO Energy,Oil & Gas E&P,472163910
EH,EHang Holdings,Aerospace & Defense,1062552366
EHAB,Enhabit,Medical Care Facilities,555107346
EHC,Encompass Health,Medical Care Facilities,6495616800
EHTH,eHealth,Insurance Brokers,234293248
EIG,Employers Holdings,Insurance - Specialty,1008508647
EIGR,Eiger BioPharmaceuticals,Biotechnology,13568403
EIX,Edison International,Utilities - Regulated Electric,25871728510
EJH,E-Home Household Service Holdings,Personal Services,63419350
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,20925156
EL,The EstÃ©e Lauder Companies,Household & Personal Products,31066147650
ELA,Envela,Luxury Goods,116946000
ELAB,Elevai Labs,Household & Personal Products,35699006.9
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,6307814400
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,24006175
ELDN,Eledon Pharmaceuticals,Biotechnology,28583890
ELEV,Elevation Oncology,Biotechnology,23637712
ELF,e.l.f. Beauty,Household & Personal Products,7025202184
ELIQ,Electriq Power Holdings,Utilities - Renewable,15025428
ELLO,Ellomay Capital,Utilities - Renewable,178394088
ELMD,Electromed,Medical Devices,90365090
ELME,Elme Communities,REIT - Office,1198914990
ELP,Cia Paranaense De Energia Copel,Utilities - Diversified,28641312768
ELS,Equity LifeStyle Properties,REIT - Residential,13844487535
ELSE,Electro-Sensors,Scientific & Technical Instruments,13506399
ELTK,Eltek,Electronic Components,72828516
ELTX,Elicio Therapeutics,Biotechnology,50358589
ELUT,Elutia,Medical Devices,28185294
ELV,Elevance Health,Healthcare Plans,1.12303E+11
ELVA,Electrovaya,Electrical Equipment & Parts,96633744
ELVN,Enliven Therapeutics,Biotechnology,494131880
ELWS,Earlyworks,Software - Application,7828008
ELYM,Eliem Therapeutics,Biotechnology,71964747
EM,Smart Share Global,Personal Services,153293215
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,1026267019
EMCG,Embrace Change Acquisition,Shell Companies,88541875
EME,EMCOR Group,Engineering & Construction,10101844012
EMKR,EMCORE,Semiconductors,36837364
EML,The Eastern Company,Tools & Accessories,117905949
EMLD,FTAC Emerald Acquisition,Shell Companies,265581047
EMN,Eastman Chemical Company,Specialty Chemicals,10060155400
EMR,Emerson Electric Co.,Specialty Industrial Machinery,51052455000
EMX,EMX Royalty,Other Industrial Metals & Mining,189641660
ENB,Enbridge,Oil & Gas Midstream,74224906076
ENCP,Energem,Shell Companies,19788379
ENER,Accretion Acquisition,Shell Companies,111928566
ENFN,Enfusion,Software - Application,1203420748
ENG,ENGlobal,Engineering & Construction,9737253
ENGN,enGene Holdings,Shell Companies,28174124
ENIC,Enel Chile,Utilities - Regulated Electric,4689495480
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5856829820
ENLT,Enlight Renewable Energy,Utilities - Renewable,2149711680
ENLV,Enlivex Therapeutics,Biotechnology,32716816
ENOV,Enovis,Specialty Industrial Machinery,2704045773
ENPH,Enphase Energy,Solar,14066118510
ENR,Energizer Holdings,Electrical Equipment & Parts,2214009609
ENS,EnerSys,Electrical Equipment & Parts,3734896795
ENSC,Ensysce Biosciences,Biotechnology,3429227
ENSG,The Ensign Group,Medical Care Facilities,6023449740
ENSV,Enservco,Oil & Gas Equipment & Services,8352057
ENTA,Enanta Pharmaceuticals,Biotechnology,194794825
ENTG,Entegris,Semiconductor Equipment & Materials,16065512266
ENTX,Entera Bio,Biotechnology,19535892
ENV,Envestnet,Software - Application,2326718691
ENVA,Enova International,Credit Services,1412495552
ENVB,Enveric Biosciences,Biotechnology,3528391
ENVX,Enovix,Electrical Equipment & Parts,1973022240
ENZ,Enzo Biochem,Diagnostics & Research,64122046
EOG,EOG Resources,Oil & Gas E&P,69371524000
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,558933846
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,192838080
EP,Empire Petroleum,Oil & Gas E&P,202596855
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1547668704
EPAM,EPAM Systems,Information Technology Services,15547626750
EPC,Edgewell Personal Care Company,Household & Personal Products,1743742518
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,57185600400
EPIX,ESSA Pharma,Biotechnology,240790603
EPM,Evolution Petroleum,Oil & Gas E&P,203591745
EPOW,Sunrise New Energy Co.,Consulting Services,25361500
EPR,EPR Properties,REIT - Specialty,3410161938
EPRT,Essential Properties Realty Trust,REIT - Diversified,3792943440
EPSN,Epsilon Energy,Oil & Gas E&P,113461248
EQ,Equillium,Biotechnology,23881056
EQBK,Equity Bancshares,Banks - Regional,494143986
EQC,Equity Commonwealth,REIT - Office,2043534800
EQH,Equitable Holdings,Insurance - Diversified,10872202440
EQIX,Equinix,REIT - Specialty,75272893618
EQNR,Equinor ASA,Oil & Gas Integrated,90848972029
EQR,Equity Residential,REIT - Residential,22335424500
EQS,Equus Total Return,Asset Management,20141820
EQT,EQT Corporation,Oil & Gas E&P,15272757160
EQX,Equinox Gold,Gold,1583683860
ERAS,Erasca,Biotechnology,282532690
ERF,Enerplus,Oil & Gas E&P,3082934880
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,17367091328
ERIE,Erie Indemnity Company,Insurance Brokers,14122317325
ERII,Energy Recovery,Pollution & Treatment Controls,1027495422
ERJ,Embraer,Aerospace & Defense,3427062945
ERNA,Eterna Therapeutics,Biotechnology,8415768
ERO,Ero Copper,Copper,1265145104
ES,Eversource Energy,Utilities - Regulated Electric,20837295900
ESAB,ESAB Corporation,Metal Fabrication,4951268565
ESAC,ESGEN Acquisition,Shell Companies,156825136
ESBA,"Empire State Realty OP,",REIT - Office,2479602739
ESCA,Escalade,Leisure,272812848
ESE,ESCO Technologies,Scientific & Technical Instruments,2746577760
ESEA,Euroseas,Marine Shipping,195601170
ESGL,ESGL Holdings,Waste Management,7749313
ESGR,Enstar Group,Insurance - Diversified,4573446002
ESHA,ESH Acquisition,Shell Companies,149557480
ESI,Element Solutions,Specialty Chemicals,5028363120
ESLA,Estrella Immunopharma,Biotechnology,45057536
ESLT,Elbit Systems,Aerospace & Defense,9261970065
ESMT,EngageSmart,Software - Infrastructure,3837372549
ESNT,Essent Group,Insurance - Specialty,5280349600
ESOA,Energy Services of America,Engineering & Construction,63783720
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,47149495
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,169439820
ESQ,Esquire Financial Holdings,Banks - Regional,387812061
ESRT,Empire State Realty Trust,REIT - Diversified,1506739020
ESS,Essex Property Trust,REIT - Residential,14512779906
ESSA,ESSA Bancorp,Banks - Regional,190237948
ESTA,Establishment Labs Holdings,Medical Devices,598769511
ESTC,Elastic,Software - Application,11538208205
ET,Energy Transfer LP,Oil & Gas Midstream,44722713000
ETAO,ETAO International Co.,Health Information Services,40414947
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",741151574
ETN,Eaton Corporation,Specialty Industrial Machinery,92761383000
ETNB,89bio,Biotechnology,745795610
ETON,Eton Pharmaceuticals,Biotechnology,92352240
ETR,Entergy,Utilities - Regulated Electric,21572360730
ETRN,Equitrans Midstream,Oil & Gas Midstream,4328277390
ETSY,"Etsy, Inc.",Internet Retail,9589259680
ETWO,E2open Parent Holdings,Software - Application,1256770786
EU,enCore Energy,Uranium,687602370
EUDA,EUDA Health Holdings,Health Information Services,24028206
EURN,Euronav NV,Oil & Gas Midstream,3622323328
EVA,Enviva,Lumber & Wood Production,88554326
EVAX,Evaxion Biotech,Biotechnology,19201716
EVBG,Everbridge,Software - Application,930215115
EVBN,Evans Bancorp,Banks - Regional,159627305
EVC,Entravision Communications,Broadcasting,377506019
EVCM,EverCommerce,Software - Infrastructure,1913002260
EVE,EVe Mobility Acquisition,Shell Companies,168514247
EVER,EverQuote,Internet Content & Information,342338259
EVEX,Eve Holding,Aerospace & Defense,1866657870
EVGN,Evogene,Biotechnology,40576324
EVGO,"EVgo, Inc.",Specialty Retail,314804160
EVGR,Evergreen,Shell Companies,121243239
EVH,Evolent Health,Health Information Services,3230376000
EVI,EVI Industries,Industrial Distribution,368452188
EVLO,Evelo Biosciences,Biotechnology,7268317
EVLV,Evolv Technologies Holdings,Security & Protection Services,672550786
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,3439637492
EVOK,Evoke Pharma,Drug Manufacturers - Specialty & Generic,4045115
EVR,Evercore,Capital Markets,5830588302
EVRG,Evergy,Utilities - Regulated Electric,11844414348
EVRI,Everi Holdings,Gambling,900160632
EVTC,EVERTEC,Software - Infrastructure,2529653426
EVTL,Vertical Aerospace,Aerospace & Defense,173318120
EVTV,Envirotech Vehicles,Auto Manufacturers,19335808
EW,Edwards Lifesciences,Medical Devices,41957670000
EWBC,East West Bancorp,Banks - Diversified,9670616600
EWCZ,European Wax Center,Household & Personal Products,889165322
EWTX,Edgewise Therapeutics,Biotechnology,442327352
EXAI,Exscientia,Biotechnology,697163448
EXAS,Exact Sciences,Diagnostics & Research,11704612000
EXC,Exelon,Utilities - Regulated Electric,39031084770
EXEL,Exelixis,Biotechnology,6841428000
EXFY,Expensify,Software - Application,205152504
EXK,Endeavour Silver,Other Precious Metals & Mining,395382240
EXLS,ExlService Holdings,Information Technology Services,4794311843
EXP,Eagle Materials,Building Materials,6595717314
EXPD,Expeditors International of Washington,Integrated Freight & Logistics,17500472967
EXPE,Expedia Group,Travel Services,19398787355
EXPI,eXp World Holdings,Real Estate Services,2259307310
EXPO,Exponent,Consulting Services,4222920608
EXPR,Express,Apparel Retail,31722098
EXR,Extra Space Storage,REIT - Industrial,29300033040
EXTO,Almacenes Ãxito,Department Stores,1155095400
EXTR,Extreme Networks,Communication Equipment,2204734140
EYE,National Vision Holdings,Specialty Retail,1469452368
EYEN,Eyenovia,Biotechnology,80302404
EYPT,EyePoint Pharmaceuticals,Biotechnology,676175010
EZFL,EZFill Holdings,Software - Application,8713570
EZGO,EZGO Technologies,Recreational Vehicles,7911540
EZPW,EZCORP,Credit Services,449680561
F,Ford Motor Company,Auto Manufacturers,43292421000
FA,First Advantage,Specialty Business Services,2272579200
FAF,First American Financial,Insurance - Specialty,6386903900
FAMI,Farmmi,Packaged Foods,6764566
FANG,Diamondback Energy,Oil & Gas E&P,26620439050
FANH,Fanhua,Insurance Brokers,356089938
FARM,Farmer Bros. Co.,Packaged Foods,64527213
FARO,FARO Technologies,Scientific & Technical Instruments,367713420
